700,0,0,0,0,0
700.1,0,0,0,0,0
700.2,0,0,0,0,0
700.3,0,0,0,0,0
700.4,0,0,0,0,0
700.5,0,0,0,0,0
700.6,0,0,0,0,0
700.7,0,0,0,0,0
700.8,0,0,0,0,0
700.9,0,0,0,0,0
701,0,0,0,0,0
701.1,0,0,0,0,0
701.2,0,0,0,0,0
701.3,0,0,0,0,0
701.4,0,0,0,0,0
701.5,0,0,0,0,0
701.6,0,0,0,0,0
701.7,0,0,0,0,0
701.8,0,0,0,0,0
701.9,0,0,0,0,0
702,0,0,0,0,0
702.1,0,0,0,0,0
702.2,0,0,0,0,0
702.3,0,0,0,0,0
702.4,0,0,0,0,0
702.5,0,0,0,0,0
702.6,0,0,0,0,0
702.7,0,0,0,0,0
702.8,0,0,0,0,0
702.9,0,0,0,0,0
703,0,0,0,0,0
703.1,0,0,0,0,0
703.2,0,0,0,0,0
703.3,0,0,0,0,0
703.4,0,0,0,0,0
703.5,0,0,0,0,0
703.6,0,0,0,0,0
703.7,0,0,0,0,0
703.8,0,0,0,0,0
703.9,0,0,0,0,0
704,0,0,0,0,0
704.1,0,0,0,0,0
704.2,0,0,0,0,0
704.3,0,0,0,0,0
704.4,0,0,0,0,0
704.5,0,0,0,0,0
704.6,0,0,0,0,0
704.7,0,0,0,0,0
704.8,0,0,0,0,0
704.9,0,0,0,0,0
705,0,0,0,0,0
705.1,0,0,0,0,0
705.2,0,0,0,0,0
705.3,0,0,0,0,0
705.4,0,0,0,0,0
705.5,0,0,0,0,0
705.6,0,0,0,0,0
705.7,0,0,0,0,0
705.8,0,0,0,0,0
705.9,0,0,0,0,0
706,0,0,0,0,0
706.1,0,0,0,0,0
706.2,0,0,0,0,0
706.3,0,0,0,0,0
706.4,0,0,0,0,0
706.5,0,0,0,0,0
706.6,0,0,0,0,0
706.7,0,0,0,0,0
706.8,0,0,0,0,0
706.9,0,0,0,0,0
707,0,0,0,0,0
707.1,0,0,0,0,0
707.2,0,0,0,0,0
707.3,0,0,0,0,0
707.4,0,0,0,0,0
707.5,0,0,0,0,0
707.6,0,0,0,0,0
707.7,0,0,0,0,0
707.8,0,0,0,0,0
707.9,0,0,0,0,0
708,0,0,0,0,0
708.1,0,0,0,0,0
708.2,0,0,0,0,0
708.3,0,0,0,0,0
708.4,0,0,0,0,0
708.5,0,0,0,0,0
708.6,0,0,0,0,0
708.7,0,0,0,0,0
708.8,0,0,0,0,0
708.9,0,0,0,0,0
709,0,0,0,0,0
709.1,0,0,0,0,0
709.2,0,0,0,0,0
709.3,0,0,0,0,0
709.4,0,0,0,0,0
709.5,0,0,0,0,0
709.6,0,0,0,0,0
709.7,0,0,0,0,0
709.8,0,0,0,0,0
709.9,0,0,0,0,0
710,0,0,0,0,0
710.1,0,0,0,0,0
710.2,0,0,0,0,0
710.3,0,0,0,0,0
710.4,0,0,0,0,0
710.5,0,0,0,0,0
710.6,0,0,0,0,0
710.7,0,0,0,0,0
710.8,0,0,0,0,0
710.9,0,0,0,0,0
711,0,0,0,0,0
711.1,0,0,0,0,0
711.2,0,0,0,0,0
711.3,0,0,0,0,0
711.4,0,0,0,0,0
711.5,0,0,0,0,0
711.6,0,0,0,0,0
711.7,0,0,0,0,0
711.8,0,0,0,0,0
711.9,0,0,0,0,0
712,0,0,0,0,0
712.1,0,0,0,0,0
712.2,0,0,0,0,0
712.3,0,0,0,0,0
712.4,0,0,0,0,0
712.5,0,0,0,0,0
712.6,0,0,0,0,0
712.7,0,0,0,0,0
712.8,0,0,0,0,0
712.9,0,0,0,0,0
713,0,0,0,0,0
713.1,0,0,0,0,0
713.2,0,0,0,0,0
713.3,0,0,0,0,0
713.4,0,0,0,0,0
713.5,0,0,0,0,0
713.6,0,0,0,0,0
713.7,0,0,0,0,0
713.8,0,0,0,0,0
713.9,0,0,0,0,0
714,0,0,0,0,0
714.1,0,0,0,0,0
714.2,0,0,0,0,0
714.3,0,0,0,0,0
714.4,0,0,0,0,0
714.5,0,0,0,0,0
714.6,0,0,0,0,0
714.7,0,0,0,0,0
714.8,0,0,0,0,0
714.9,0,0,0,0,0
715,0,0,0,0,0
715.1,0,0,0,0,0
715.2,0,0,0,0,0
715.3,0,0,0,0,0
715.4,0,0,0,0,0
715.5,0,0,0,0,0
715.6,0,0,0,0,0
715.7,0,0,0,0,0
715.8,0,0,0,0,0
715.9,0,0,0,0,0
716,0,0,0,0,0
716.1,0,0,0,0,0
716.2,0,0,0,0,0
716.3,0,0,0,0,0
716.4,0,0,0,0,0
716.5,0,0,0,0,0
716.6,0,0,0,0,0
716.7,0,0,0,0,0
716.8,0,0,0,0,0
716.9,0,0,0,0,0
717,0,0,0,0,0
717.1,0,0,0,0,0
717.2,0,0,0,0,0
717.3,0,0,0,0,0
717.4,0,0,0,0,0
717.5,0,0,0,0,0
717.6,0,0,0,0,0
717.7,0,0,0,0,0
717.8,0,0,0,0,0
717.9,0,0,0,0,0
718,0,0,0,0,0
718.1,0,0,0,0,0
718.2,0,0,0,0,0
718.3,0,0,0,0,0
718.4,0,0,0,0,0
718.5,0,0,0,0,0
718.6,0,0,0,0,0
718.7,0,0,0,0,0
718.8,0,0,0,0,0
718.9,0,0,0,0,0
719,0,0,0,0,0
719.1,0,0,0,0,0
719.2,0,0,0,0,0
719.3,0,0,0,0,0
719.4,0,0,0,0,0
719.5,0,0,0,0,0
719.6,0,0,0,0,0
719.7,0,0,0,0,0
719.8,0,0,0,0,0
719.9,0,0,0,0,0
720,0,0,0,0,1.099E-5
720.1,0,0,0,0,1.118E-5
720.2,0,0,0,0,1.136E-5
720.3,0,0,0,0,3.439E-5
720.4,0,0,0,0,5.741E-5
720.5,0,0,0,0,4.371E-5
720.6,0,0,0,0,3.002E-5
720.7,0,0,0,0,3.902E-5
720.8,0,0,0,0,4.802E-5
720.9,0,0,0,0,4.768E-5
721,0,0,0,0,4.734E-5
721.1,0,0,0,0,5.476E-5
721.2,0,0,0,0,6.218E-5
721.3,0,0,0,0,5.872E-5
721.4,0,0,0,0,5.527E-5
721.5,0,0,0,0,8.989E-5
721.6,0,0,0,0,1.245E-4
721.7,0,0,0,0,9.283E-5
721.8,0,0,0,0,6.116E-5
721.9,0,0,0,0,9.78E-5
722,0,0,0,0,1.344E-4
722.1,0,0,0,0,1.249E-4
722.2,0,0,0,0,1.154E-4
722.3,0,0,0,0,1.165E-4
722.4,0,0,0,0,1.177E-4
722.5,0,0,0,0,1.155E-4
722.6,0,0,0,0,1.132E-4
722.7,0,0,0,0,1.308E-4
722.8,0,0,0,0,1.484E-4
722.9,0,0,0,0,1.603E-4
723,0,0,0,0,1.722E-4
723.1,0,0,0,0,1.841E-4
723.2,0,0,0,0,1.961E-4
723.3,0,0,0,0,2.181E-4
723.4,0,0,0,0,2.401E-4
723.5,0,0,0,0,2.453E-4
723.6,0,0,0,0,2.504E-4
723.7,0,0,0,0,2.514E-4
723.8,0,0,0,0,2.525E-4
723.9,0,0,0,0,2.963E-4
724,0,0,0,0,3.401E-4
724.1,0,0,0,0,3.435E-4
724.2,0,0,0,0,3.47E-4
724.3,0,0,0,0,3.473E-4
724.4,0,0,0,0,3.476E-4
724.5,0,0,0,0,3.963E-4
724.6,0,0,0,0,4.449E-4
724.7,0,0,0,0,4.669E-4
724.8,0,0,0,0,4.889E-4
724.9,0,0,0,0,4.996E-4
725,0,0,0,0,5.103E-4
725.1,0,0,0,0,5.514E-4
725.2,0,0,0,0,5.924E-4
725.3,0,0,0,0,6.329E-4
725.4,0,0,0,0,6.734E-4
725.5,0,0,0,0,7.133E-4
725.6,0,0,0,0,7.532E-4
725.7,0,0,0,0,7.698E-4
725.8,0,0,0,0,7.863E-4
725.9,0,0,0,0,8.614E-4
726,0,0,0,0,9.365E-4
726.1,0,0,0,0,9.851E-4
726.2,0,0,0,0,0.001034
726.3,0,0,0,0,0.001071
726.4,0,0,0,0,0.001107
726.5,0,0,0,0,0.001195
726.6,0,0,0,0,0.001283
726.7,0,0,0,0,0.001384
726.8,0,0,0,0,0.001485
726.9,0,0,0,0,0.001529
727,0,0,0,0,0.001572
727.1,0,0,0,0,0.001712
727.2,0,0,0,0,0.001852
727.3,0,0,0,0,0.002022
727.4,0,0,0,0,0.002191
727.5,0,0,0,0,0.002322
727.6,0,0,0,0,0.002453
727.7,0,0,0,0,0.002638
727.8,0,0,0,0,0.002824
727.9,0,0,0,0,0.003027
728,0,0,0,0,0.003229
728.1,0,0,0,0,0.003475
728.2,0,0,0,0,0.003722
728.3,0,0,0,0,0.003958
728.4,0,0,0,0,0.004195
728.5,0,0,0,0,0.004606
728.6,0,0,0,0,0.005016
728.7,0,0,0,0,0.00539
728.8,0,0,0,0,0.005765
728.9,0,0,0,0,0.006168
729,0,0,0,0,0.006572
729.1,0,0,0,0,0.007144
729.2,0,0,0,0,0.007717
729.3,0,0,0,0,0.008324
729.4,0,0,0,0,0.008932
729.5,0,0,0,0,0.009746
729.6,0,0,0,0,0.01056
729.7,0,0,0,0,0.01147
729.8,0,0,0,0,0.01239
729.9,0,0,0,0,0.01341
730,0,0,0,0,0.01444
730.1,0,0,0,0,0.01564
730.2,0,0,0,0,0.01683
730.3,0,0,0,0,0.01828
730.4,0,0,0,0,0.01973
730.5,0,0,0,0,0.0214
730.6,0,0,0,0,0.02308
730.7,0,0,0,0,0.0252
730.8,0,0,0,0,0.02731
730.9,0,0,0,0,0.02986
731,0,0,0,0,0.03241
731.1,0,0,0,0,0.03529
731.2,0,0,0,0,0.03816
731.3,0,0,0,0,0.0418
731.4,0,0,0,0,0.04543
731.5,0,0,0,0,0.04952
731.6,0,0,0,0,0.0536
731.7,0,0,0,0,0.05851
731.8,0,0,0,0,0.06341
731.9,0,0,0,0,0.06929
732,0,0,0,0,0.07516
732.1,0,0,0,0,0.08255
732.2,0,0,0,0,0.08993
732.3,0,0,0,0,0.09871
732.4,0,0,0,0,0.1075
732.5,0,0,0,0,0.1175
732.6,0,0,0,0,0.1276
732.7,0,0,0,0,0.1393
732.8,0,0,0,0,0.1511
732.9,0,0,0,0,0.1652
733,0,0,0,0,0.1793
733.1,0,0,0,0,0.1955
733.2,0,0,0,0,0.2116
733.3,0,0,0,0,0.2307
733.4,0,0,0,0,0.2497
733.5,0,0,0,0,0.2722
733.6,0,0,0,0,0.2947
733.7,0,0,0,0,0.3207
733.8,0,0,0,0,0.3466
733.9,0,0,0,0,0.3737
734,0,0,0,0,0.4007
734.1,0,0,0,0,0.4313
